Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Trend,Lower Band,Middle Band,Upper Band
2017-11-13,GMRINFRA,EQ,17.7,17.7,18.15,17.4,17.75,17.75,17.75,15569818,276390554.8,8414,2721382,17.48,0.28248587570622874,Slight or No change,17.076108024967844,18.27142857142855,19.466749117889258
2017-11-14,GMRINFRA,EQ,17.75,17.8,18.25,17.6,17.8,17.85,17.96,19031914,341769745.55,10657,2507192,13.17,0.5633802816901401,Slight positive,17.017904552129256,18.228571428571406,19.439238305013557
2017-11-15,GMRINFRA,EQ,17.85,17.5,17.65,15.65,16.3,16.35,16.79,49081277,824312534.25,26780,12586949,25.65,-8.403361344537819,Bull run,16.51666219959543,18.07857142857141,19.640480657547393
2017-11-16,GMRINFRA,EQ,16.35,16.35,17.05,16.15,16.95,16.95,16.7,22864188,381877999.5,15697,5858335,25.62,3.6697247706421803,Among top gainers,16.32530140484463,17.99999999999998,19.674698595155327
2017-11-17,GMRINFRA,EQ,16.95,17.15,17.5,16.9,17.0,17.0,17.1,14866215,254213413.7,6931,2658326,17.88,0.2949852507374784,Slight or No change,16.162614612636883,17.914285714285693,19.665956815934504
2017-11-20,GMRINFRA,EQ,17.0,16.9,17.35,16.8,17.2,17.2,17.13,14821175,253841757.8,7581,2654648,17.91,1.1764705882352902,Positive,16.150073826534296,17.77142857142855,19.392783316322806
2017-11-21,GMRINFRA,EQ,17.2,17.3,17.45,17.05,17.25,17.25,17.26,12470943,215265940.2,5473,2500055,20.05,0.2906976744186052,Slight or No change,16.180584337173563,17.64285714285712,19.10512994854068
2017-11-22,GMRINFRA,EQ,17.25,17.2,17.3,16.85,16.95,17.0,17.02,10441128,177695218.25,5564,2018266,19.33,-1.449275362318836,Negative,16.19093658215465,17.510714285714265,18.83049198927388
2017-11-23,GMRINFRA,EQ,17.0,16.95,17.2,16.8,16.95,16.95,16.99,12313106,209195503.55,5367,1895800,15.4,-0.2941176470588225,Slight or No change,16.33290980622105,17.364285714285696,18.395661622350342
2017-11-24,GMRINFRA,EQ,16.95,16.95,19.1,16.9,18.65,18.65,18.28,50610462,925058106.35,18751,9757095,19.28,10.029498525073732,Bear drop,16.26817065554444,17.382142857142835,18.49611505874123
2017-11-27,GMRINFRA,EQ,18.65,18.55,19.6,18.25,18.85,18.9,19.12,70054560,1339261955.2,29456,20277440,28.95,1.3404825737265424,Positive,16.10284139354888,17.482142857142836,18.861444320736794
2017-11-28,GMRINFRA,EQ,18.9,19.25,19.4,17.95,18.05,18.15,18.62,41381364,770619023.4,25147,13501161,32.63,-3.968253968253965,Among top losers,16.11259281329013,17.535714285714263,18.958835758138395
2017-11-29,GMRINFRA,EQ,18.15,18.15,18.85,17.95,18.35,18.45,18.49,42394085,783870291.95,15355,9533439,22.49,1.6528925619834656,Positive,16.08157519898703,17.582142857142834,19.08271051529864
2017-11-30,GMRINFRA,EQ,18.45,18.3,18.85,18.1,18.3,18.35,18.45,30342770,559767962.05,12541,7834081,25.82,-0.5420054200541924,Slight negative,16.073077796453184,17.62857142857141,19.184065060689633
2017-12-01,GMRINFRA,EQ,18.35,18.5,18.6,17.4,17.6,17.6,18.09,21865345,395471935.8,11399,5343540,24.44,-4.087193460490468,Among top losers,16.063900830800662,17.617857142857126,19.17181345491359
2017-12-04,GMRINFRA,EQ,17.6,17.7,17.85,17.1,17.3,17.25,17.43,25962156,452510076.75,8767,8517009,32.81,-1.988636363636376,Negative,16.015537567966756,17.57499999999998,19.134462432033207
2017-12-05,GMRINFRA,EQ,17.25,17.15,17.3,16.85,17.2,17.2,17.05,21597195,368201371.6,7486,6284270,29.1,-0.28985507246377384,Slight or No change,16.222355726260112,17.63571428571427,19.049072845168425
2017-12-06,GMRINFRA,EQ,17.2,17.05,17.55,16.65,16.75,16.8,17.15,24489461,419936692.75,8898,3187169,13.01,-2.3255813953488302,Negative,16.187186489037032,17.624999999999982,19.062813510962933
2017-12-07,GMRINFRA,EQ,16.8,16.8,17.3,16.8,17.15,17.15,17.05,16719046,285088915.7,7217,2179197,13.03,2.083333333333326,Positive,16.215839658839112,17.63571428571427,19.055588912589425
2017-12-08,GMRINFRA,EQ,17.15,17.25,17.75,17.15,17.65,17.65,17.5,13980326,244599247.2,10089,2625747,18.78,2.9154518950437414,Positive,16.270272884845582,17.667857142857123,19.065441400868664
2017-12-11,GMRINFRA,EQ,17.65,17.85,18.1,17.55,17.65,17.65,17.76,19337980,343458959.8,7252,3783539,19.57,0.0,Slight or No change,16.319439500629944,17.69642857142855,19.07341764222716
2017-12-12,GMRINFRA,EQ,17.65,17.65,17.75,17.05,17.05,17.1,17.32,12146019,210338235.45,7542,3189054,26.26,-3.116147308781858,Among top losers,16.341184221827746,17.70357142857141,19.065958635315077
2017-12-13,GMRINFRA,EQ,17.1,17.15,17.35,16.9,17.0,17.05,17.14,11762521,201576535.35,6204,2379439,20.23,-0.29239766081872176,Slight or No change,16.36439247515695,17.710714285714268,19.057036096271585
2017-12-14,GMRINFRA,EQ,17.05,16.75,17.05,16.55,16.9,16.85,16.76,19261598,322919537.2,8616,3648952,18.94,-1.1730205278592365,Negative,16.279124383422285,17.58214285714284,18.885161330863397
2017-12-15,GMRINFRA,EQ,16.85,17.1,17.65,17.1,17.1,17.2,17.36,22369880,388335672.35,12696,3044506,13.61,2.0771513353115667,Positive,16.390718907270976,17.46071428571427,18.530709664157566
2017-12-18,GMRINFRA,EQ,17.2,16.95,17.45,16.3,17.25,17.2,17.12,18915554,323807072.85,9060,3205597,16.95,0.0,Slight or No change,16.392967039005654,17.392857142857128,18.392747246708602
2017-12-19,GMRINFRA,EQ,17.2,17.25,17.85,17.25,17.8,17.75,17.63,20920115,368836287.8,11146,4817257,23.03,3.1976744186046564,Among top gainers,16.515575084309077,17.342857142857127,18.170139201405178
2017-12-20,GMRINFRA,EQ,17.75,17.75,18.5,17.65,18.35,18.3,18.13,33432717,606282436.9,15415,9239200,27.64,3.0985915492957705,Among top gainers,16.530508316529822,17.3392857142857,18.14806311204158
2017-12-21,GMRINFRA,EQ,18.3,18.45,20.65,18.3,19.95,19.85,19.78,129338963,2558936147.45,52543,29401278,22.73,8.469945355191255,Bear drop,15.931070918894546,17.499999999999986,19.068929081105427
2017-12-22,GMRINFRA,EQ,19.85,19.95,20.2,19.3,19.6,19.55,19.65,39492713,776226286.45,21949,10489171,26.56,-1.5113350125944611,Negative,15.761886997107624,17.6642857142857,19.566684431463777
2017-12-26,GMRINFRA,EQ,19.55,19.55,20.35,19.25,19.4,19.55,19.9,61751456,1228657483.4,37433,17613571,28.52,0.0,Slight or No change,15.704808973957281,17.832142857142845,19.95947674032841
2017-12-27,GMRINFRA,EQ,19.55,19.55,20.0,18.9,18.95,19.05,19.46,46364487,902113917.35,29104,11154880,24.06,-2.557544757033248,Negative,15.861459211250487,17.99285714285713,20.124255074463772
2017-12-28,GMRINFRA,EQ,19.05,19.15,20.7,19.05,20.55,20.25,20.09,148227908,2977469693.0,52167,48450798,32.69,6.2992125984251865,Among top gainers,15.830872334139638,18.2142857142857,20.597699094431764
2017-12-29,GMRINFRA,EQ,20.25,20.9,22.8,20.7,22.6,22.45,21.76,187536370,4081665303.2,84276,40009568,21.33,10.864197530864184,Bear drop,15.301885064478302,18.557142857142846,21.81240064980739
2018-01-01,GMRINFRA,EQ,22.45,22.7,23.55,22.15,22.25,22.3,22.9,104419392,2390864229.25,54080,20134757,19.28,-0.6681514476614692,Slight negative,15.123819439873433,18.889285714285705,22.654751988697978
2018-01-02,GMRINFRA,EQ,22.3,22.5,22.9,20.95,21.45,21.65,21.79,88236346,1922296592.8,44085,12999234,14.73,-2.9147982062780358,Negative,15.330507107859187,19.2142857142857,23.098064320712215
2018-01-03,GMRINFRA,EQ,21.65,21.55,22.3,21.45,21.8,21.8,21.84,46683517,1019579592.0,24032,13067282,27.99,0.6928406466512715,Slight positive,15.654367508693507,19.553571428571416,23.452775348449325
2018-01-04,GMRINFRA,EQ,21.8,21.95,22.05,20.95,21.15,21.05,21.33,53266055,1136267691.0,26671,15651000,29.38,-3.44036697247706,Among top losers,16.212678831817296,19.853571428571417,23.494464025325538
2018-01-05,GMRINFRA,EQ,21.05,21.2,21.65,21.0,21.2,21.2,21.29,36937018,786396012.05,28584,10463334,28.33,0.7125890736342066,Slight positive,16.77838414764329,20.139285714285702,23.500187280928113
2018-01-08,GMRINFRA,EQ,21.2,21.35,22.75,21.1,21.9,22.0,21.98,78370420,1722297241.9,39477,22328104,28.49,3.773584905660377,Among top gainers,17.449599587654543,20.482142857142843,23.514686126631144
2018-01-09,GMRINFRA,EQ,22.0,22.15,22.25,21.0,21.15,21.2,21.48,48250453,1036651625.1,29921,12934741,26.81,-3.6363636363636376,Among top losers,18.12156480861748,20.728571428571417,23.335578048525353
2018-01-10,GMRINFRA,EQ,21.2,21.25,22.6,21.25,22.2,22.3,21.92,66971505,1467706761.85,38906,25726902,38.41,5.188679245283034,Among top gainers,18.692672027668078,21.014285714285702,23.335899400903326
2018-01-11,GMRINFRA,EQ,22.3,22.5,22.75,21.6,21.65,21.75,22.06,58798350,1296983945.25,37952,19407993,33.01,-2.4663677130044914,Negative,18.900555624159548,21.149999999999984,23.39944437584042
2018-01-12,GMRINFRA,EQ,21.75,21.7,21.95,20.6,20.95,21.0,21.26,60645340,1289359301.25,31121,19008234,31.34,-3.4482758620689613,Among top losers,19.196140511621305,21.253571428571412,23.31100234552152
2018-01-15,GMRINFRA,EQ,21.0,21.3,22.35,21.1,22.1,22.1,21.9,73298480,1605509359.75,32743,25780238,35.17,5.238095238095243,Among top gainers,19.587043839803854,21.435714285714273,23.28438473162469
2018-01-16,GMRINFRA,EQ,22.1,22.3,23.6,21.85,22.7,22.5,22.73,142090074,3230185031.4,70765,36706782,25.83,1.8099547511312155,Positive,20.358042499072507,21.682142857142843,23.00624321521318
2018-01-17,GMRINFRA,EQ,22.5,22.85,24.4,22.35,24.0,24.1,23.7,240175549,5692563750.0,122042,48392122,20.15,7.1111111111111125,Bear drop,20.346191326163375,21.957142857142845,23.568094388122315
2018-01-18,GMRINFRA,EQ,24.1,24.4,25.05,22.3,22.65,22.75,23.88,169390298,4044287714.0,83596,39589502,23.37,-5.601659751037346,Among top losers,20.33179635836043,21.978571428571417,23.625346498782402
2018-01-19,GMRINFRA,EQ,22.75,22.9,23.35,22.15,22.6,22.65,22.64,68548824,1552185216.2,54478,19183424,27.99,-0.4395604395604491,Slight or No change,20.32544780347725,22.003571428571412,23.681695053665575
2018-01-22,GMRINFRA,EQ,22.65,22.7,23.45,22.55,22.9,22.95,23.02,44668065,1028213270.1,26908,11635109,26.05,1.324503311258285,Positive,20.35973662951739,22.096428571428557,23.833120513339725
2018-01-23,GMRINFRA,EQ,22.95,23.3,24.25,23.25,23.8,23.85,23.77,100158161,2380981518.1,47021,31156577,31.11,3.9215686274509887,Among top gainers,20.282536469381117,22.24285714285713,24.20317781633314
2018-01-24,GMRINFRA,EQ,23.85,23.95,24.15,23.0,23.15,23.1,23.41,62787090,1470057371.0,34909,16157936,25.73,-3.1446540880503138,Among top losers,20.50813280616351,22.389285714285702,24.270438622407895
2018-01-25,GMRINFRA,EQ,23.1,23.35,23.4,22.35,22.55,22.75,22.94,55849465,1281000514.7,23133,16225778,29.05,-1.515151515151525,Negative,20.741941630442945,22.49999999999999,24.258058369557034
2018-01-29,GMRINFRA,EQ,22.75,22.75,23.45,22.5,22.6,22.7,22.93,50120454,1149319039.15,24133,11447701,22.84,-0.219780219780219,Slight or No change,20.813513715750968,22.549999999999986,24.286486284249005
2018-01-30,GMRINFRA,EQ,22.7,22.55,22.75,21.9,22.0,22.05,22.32,31148955,695337020.8,19209,5658493,18.17,-2.8634361233480066,Negative,21.024631267502524,22.610714285714273,24.196797303926022
2018-01-31,GMRINFRA,EQ,22.05,22.0,22.5,21.55,21.7,21.75,21.95,40644926,892032365.1,23234,5923698,14.57,-1.3605442176870763,Negative,20.926055438290334,22.57142857142856,24.216801704566784
2018-02-01,GMRINFRA,EQ,21.75,21.8,23.9,21.05,22.8,22.75,22.64,104502685,2365801034.75,51020,17750380,16.99,4.597701149425283,Among top gainers,21.065684822699033,22.64285714285713,24.22002946301523
2018-02-02,GMRINFRA,EQ,22.75,22.4,22.4,17.7,19.4,19.25,20.12,147724280,2972428628.0,77667,29876296,20.22,-15.384615384615385,Bull run,20.25253083154928,22.51785714285713,24.783183454164984
2018-02-05,GMRINFRA,EQ,19.25,18.8,20.4,18.15,20.25,20.15,19.7,85508428,1684346387.45,44480,10842709,12.68,4.675324675324677,Among top gainers,19.786359932655085,22.378571428571412,24.97078292448774
2018-02-06,GMRINFRA,EQ,20.15,18.2,19.7,18.2,19.35,19.35,19.06,70024411,1334649849.6,38968,8637599,12.34,-3.9702233250620167,Among top losers,19.100838910944603,22.153571428571414,25.206303946198226
2018-02-07,GMRINFRA,EQ,19.35,19.8,20.2,19.0,19.0,19.1,19.46,60140779,1170589802.2,33850,9775365,16.25,-1.2919896640826822,Negative,18.560223698738596,21.796428571428557,25.032633444118517
2018-02-08,GMRINFRA,EQ,19.1,19.1,19.7,19.0,19.3,19.35,19.4,34267301,664912953.55,20478,7286474,21.26,1.308900523560208,Positive,18.121266913276404,21.553571428571416,24.98587594386643
2018-02-09,GMRINFRA,EQ,19.35,19.0,19.9,18.55,19.55,19.55,19.35,34887960,675170949.5,18638,6036641,17.3,1.0335917312661371,Positive,17.805844483524922,21.33214285714285,24.858441230760775
2018-02-12,GMRINFRA,EQ,19.55,19.85,20.55,19.65,20.0,20.05,20.12,47674295,959138828.15,23932,10813325,22.68,2.557544757033248,Positive,17.668067166492115,21.124999999999993,24.58193283350787
2018-02-14,GMRINFRA,EQ,20.05,19.85,20.3,19.5,19.7,19.75,19.86,34448807,684027275.7,22012,7070056,20.52,-1.4962593516209544,Negative,17.689237013364313,20.83214285714285,23.975048700921384
2018-02-15,GMRINFRA,EQ,19.75,19.7,19.8,18.35,18.9,18.7,19.08,33112402,631885636.7,23264,8749433,26.42,-5.316455696202538,Among top losers,17.47341526073383,20.51785714285713,23.562299024980433
2018-02-16,GMRINFRA,EQ,18.7,18.9,19.1,18.15,18.35,18.3,18.54,35450986,657409764.55,19026,8274073,23.34,-2.1390374331550777,Negative,17.23118775368898,20.19999999999999,23.168812246310996
2018-02-19,GMRINFRA,EQ,18.3,18.45,18.6,17.3,17.9,17.85,17.78,35137702,624871424.0,21247,7625301,21.7,-2.4590163934426146,Negative,17.012265042765417,19.85357142857142,22.694877814377424
2018-02-20,GMRINFRA,EQ,17.85,17.6,18.35,17.5,17.6,17.65,17.82,29562111,526821189.6,16522,4974723,16.83,-1.1204481792717271,Negative,16.772121497583385,19.539285714285704,22.306449930988023
2018-02-21,GMRINFRA,EQ,17.65,17.75,17.95,17.2,17.45,17.3,17.44,30344685,529320041.3,17030,6762048,22.28,-1.9830028328611804,Negative,16.526785941858023,19.22142857142856,21.9160712009991
2018-02-22,GMRINFRA,EQ,17.3,17.25,17.9,17.25,17.45,17.55,17.61,47791835,841714019.6,20861,10841034,22.68,1.4450867052023142,Positive,16.92766168030065,18.84999999999999,20.772338319699333
2018-02-23,GMRINFRA,EQ,17.55,17.7,19.0,17.6,19.0,18.75,18.27,52498421,959117252.6,28276,14908429,28.4,6.837606837606836,Among top gainers,16.90542839543337,18.814285714285706,20.723143033138044
2018-02-26,GMRINFRA,EQ,18.75,19.5,19.5,18.75,19.1,19.05,19.08,31685841,604427322.6,21993,6223603,19.64,1.6000000000000014,Positive,16.979219274256916,18.735714285714277,20.492209297171637
2018-02-27,GMRINFRA,EQ,19.05,19.2,19.2,18.6,18.85,18.75,18.8,28062254,527667917.25,14165,4479683,15.96,-1.5748031496063075,Negative,16.972008898147987,18.692857142857132,20.413705387566278
2018-02-28,GMRINFRA,EQ,18.75,18.6,19.4,18.45,18.9,18.95,19.04,37442931,712976700.0,19278,6838561,18.26,1.0666666666666602,Positive,16.97037043209193,18.682142857142846,20.393915282193763
2018-03-01,GMRINFRA,EQ,18.95,18.9,19.2,18.5,18.65,18.6,18.87,22049883,415987687.25,12411,4180712,18.96,-1.846965699208436,Negative,16.960447523510037,18.628571428571416,20.296695333632794
2018-03-05,GMRINFRA,EQ,18.6,18.65,18.85,18.0,18.6,18.55,18.41,27905362,513699960.95,14548,4763319,17.07,-0.26881720430107503,Slight or No change,16.975587078386205,18.557142857142846,20.138698635899487
2018-03-06,GMRINFRA,EQ,18.55,18.75,18.9,17.65,17.85,18.0,18.47,28155206,520057362.1,15987,4627036,16.43,-2.964959568733161,Negative,17.062108982545073,18.410714285714274,19.759319588883475
2018-03-07,GMRINFRA,EQ,18.0,17.95,18.15,17.2,17.4,17.35,17.59,40740419,716634718.05,23483,5462236,13.41,-3.6111111111110974,Among top losers,17.020093944534782,18.239285714285703,19.458477484036624
2018-03-08,GMRINFRA,EQ,17.35,17.5,17.75,16.8,17.35,17.35,17.36,30889805,536185192.05,17570,4243188,13.74,0.0,Slight or No change,16.86833934996627,18.142857142857135,19.417374935748
2018-03-09,GMRINFRA,EQ,17.35,17.3,17.5,17.0,17.05,17.1,17.26,25653611,442714155.6,14773,3895610,15.19,-1.4409221902017322,Negative,16.67158151971314,18.05714285714285,19.44270419457256
2018-03-12,GMRINFRA,EQ,17.1,17.3,17.6,16.75,17.3,17.45,17.19,30564825,525382861.2,17211,4535548,14.84,2.0467836257309857,Positive,16.60854202166349,18.02857142857142,19.448600835479354
2018-03-13,GMRINFRA,EQ,17.45,17.3,17.75,17.2,17.55,17.55,17.54,26497276,464781572.7,15218,5177484,19.54,0.5730659025787954,Slight positive,16.592219922337343,18.02142857142856,19.45063722051978
2018-03-14,GMRINFRA,EQ,17.55,17.45,18.2,17.35,17.95,18.0,17.79,25571906,454994309.05,13379,5272690,20.62,2.5641025641025554,Positive,16.703266252159416,18.07142857142856,19.4395908906977
2018-03-15,GMRINFRA,EQ,18.0,17.95,18.65,17.9,18.45,18.45,18.38,35692847,656020338.1,19850,4730279,13.25,2.4999999999999907,Positive,16.788678467888595,18.135714285714272,19.48275010353995
2018-03-16,GMRINFRA,EQ,18.45,18.6,18.75,17.7,18.05,17.95,18.1,39638989,717402332.3,17704,10344703,26.1,-2.7100271002710064,Negative,16.77667087363458,18.078571428571415,19.38047198350825
2018-03-19,GMRINFRA,EQ,17.95,18.2,18.3,17.45,17.6,17.6,17.8,32078964,570998211.95,20724,6314280,19.68,-1.9498607242339756,Negative,16.779656470362617,17.974999999999987,19.170343529637357
2018-03-20,GMRINFRA,EQ,17.6,17.55,18.0,17.35,17.85,17.8,17.81,21469293,382326091.5,13372,3491889,16.26,1.1363636363636245,Positive,16.796455514266306,17.907142857142844,19.017830200019382
2018-03-21,GMRINFRA,EQ,17.8,17.95,18.15,17.75,17.95,17.95,17.95,19977742,358593796.2,10655,3576433,17.9,0.8426966292134797,Slight positive,16.898920595736495,17.83571428571427,18.772507975692047
2018-03-22,GMRINFRA,EQ,17.95,17.95,18.1,17.3,17.5,17.5,17.61,27826430,489958781.45,13175,5336383,19.18,-2.506963788300831,Negative,16.91694403190336,17.757142857142846,18.597341682382332
2018-03-23,GMRINFRA,EQ,17.5,17.0,17.15,16.3,16.6,16.7,16.69,43483709,725821181.55,20425,9939710,22.86,-4.571428571428571,Among top losers,16.741170918020007,17.62499999999999,18.50882908197997
2018-03-26,GMRINFRA,EQ,16.7,16.85,17.1,16.5,17.0,17.0,16.79,34536640,579967177.75,16018,6292656,18.22,1.7964071856287456,Positive,16.639186990220335,17.553571428571416,18.467955866922498
2018-03-27,GMRINFRA,EQ,17.0,17.25,17.7,17.15,17.65,17.55,17.39,26458501,460227727.2,10598,7516358,28.41,3.235294117647069,Among top gainers,16.66095443171759,17.567857142857132,18.474759853996673
2018-03-28,GMRINFRA,EQ,17.55,17.45,17.6,16.7,16.95,16.85,17.06,66083753,1127470727.35,18525,20729130,31.37,-3.988603988603989,Among top losers,16.55187041239405,17.532142857142848,18.512415301891647
2018-04-02,GMRINFRA,EQ,16.85,17.25,17.5,17.05,17.45,17.45,17.28,17923895,309765037.2,9209,2786508,15.55,3.5608308605341144,Among top gainers,16.606954905810657,17.557142857142846,18.507330808475036
2018-04-03,GMRINFRA,EQ,17.45,17.25,18.7,17.2,18.6,18.55,17.97,40334764,724766462.05,18527,8491815,21.05,6.303724928366772,Among top gainers,16.551258682176865,17.635714285714275,18.720169889251686
2018-04-04,GMRINFRA,EQ,18.55,18.55,19.25,18.1,18.4,18.25,18.59,52159069,969825852.4,22718,7622937,14.61,-1.6172506738544534,Negative,16.55473202275848,17.685714285714276,18.816696548670073
2018-04-05,GMRINFRA,EQ,18.25,18.8,19.1,18.65,18.8,18.85,18.85,29043547,547351537.7,15221,4440738,15.29,3.287671232876721,Among top gainers,16.461926701073832,17.746428571428563,19.030930441783294
2018-04-06,GMRINFRA,EQ,18.85,18.8,20.25,18.6,20.05,20.1,19.72,115627842,2279864591.75,49794,19274166,16.67,6.6312997347480085,Among top gainers,16.091661162329608,17.864285714285707,19.636910266241806
2018-04-09,GMRINFRA,EQ,20.1,20.0,21.0,19.9,20.55,20.65,20.61,66767420,1375790607.4,30509,14477425,21.68,2.7363184079601814,Positive,15.74036221852548,18.05714285714285,20.37392349576022
2018-04-10,GMRINFRA,EQ,20.65,20.85,21.0,20.25,20.9,20.8,20.63,51687785,1066107991.9,19730,6219516,12.03,0.7263922518159882,Slight positive,15.56671317630538,18.28571428571428,21.004715395123185
2018-04-11,GMRINFRA,EQ,20.8,21.0,21.4,20.55,20.7,20.75,20.91,65750851,1375015334.8,33661,7730482,11.76,-0.2403846153846145,Slight or No change,15.496822370168605,18.496428571428563,21.49603477268852
2018-04-12,GMRINFRA,EQ,20.75,20.7,20.95,19.65,19.75,19.75,20.17,69286421,1397784805.25,38110,15547202,22.44,-4.81927710843374,Among top losers,15.572447474149412,18.624999999999993,21.677552525850576
2018-04-13,GMRINFRA,EQ,19.75,19.85,20.35,19.7,20.25,20.2,20.11,45176024,908456356.4,26869,7260373,16.07,2.2784810126582182,Positive,15.730511471134713,18.817857142857132,21.905202814579553
2018-04-16,GMRINFRA,EQ,20.2,20.05,20.5,19.75,20.15,20.25,20.21,34088167,688894558.55,15848,7932905,23.27,0.2475247524752477,Slight or No change,16.154972796740015,19.071428571428562,21.98788434611711
2018-04-17,GMRINFRA,EQ,20.25,20.15,20.35,19.9,20.0,20.05,20.08,21440166,430422768.85,11027,3679232,17.16,-0.9876543209876519,Slight negative,16.591942699269033,19.289285714285707,21.98662872930238
2018-04-18,GMRINFRA,EQ,20.05,20.05,20.2,19.6,19.8,19.7,19.87,21487532,426996305.8,11187,4537474,21.12,-1.7456359102244412,Negative,16.933840436024603,19.442857142857132,21.95187384968966
2018-04-19,GMRINFRA,EQ,19.7,19.85,20.15,19.55,20.0,19.95,19.8,20655211,408970410.0,8993,3675881,17.8,1.2690355329949332,Positive,17.640797267443116,19.664285714285704,21.687774161128292
2018-04-20,GMRINFRA,EQ,19.95,19.8,19.9,19.3,19.55,19.5,19.56,23081796,451450117.2,11104,3235699,14.02,-2.2556390977443552,Negative,18.229002179541624,19.810714285714276,21.39242639188693
2018-04-23,GMRINFRA,EQ,19.5,19.5,20.05,19.35,19.7,19.65,19.7,23490369,462865717.4,10828,5855760,24.93,0.7692307692307665,Slight positive,18.477152264812588,19.889285714285702,21.301419163758816
2018-04-24,GMRINFRA,EQ,19.65,19.75,21.05,19.45,20.95,20.95,20.53,64852154,1331092450.3,34632,12634939,19.48,6.615776081424941,Among top gainers,18.91885365911781,20.082142857142845,21.24543205516788
2018-04-25,GMRINFRA,EQ,20.95,21.05,21.25,20.1,20.15,20.35,20.56,48634973,999849423.9,22908,12692017,26.1,-2.863961813842475,Negative,19.262605476158093,20.1892857142857,21.115965952413305
2018-04-26,GMRINFRA,EQ,20.35,20.15,20.5,19.65,20.4,20.3,20.09,39870886,801017296.45,18801,7181677,18.01,-0.2457002457002533,Slight or No change,19.276654051360374,20.203571428571415,21.130488805782456
2018-04-27,GMRINFRA,EQ,20.3,20.45,20.6,20.05,20.3,20.35,20.34,24967571,507798183.75,11294,3635345,14.56,0.2463054187192171,Slight or No change,19.286334547585216,20.182142857142846,21.077951166700476
2018-04-30,GMRINFRA,EQ,20.35,20.5,20.7,20.15,20.5,20.5,20.42,20175635,412005160.8,11116,4582058,22.71,0.7371007371007376,Slight positive,19.315657554411075,20.160714285714274,21.005771017017473
2018-05-02,GMRINFRA,EQ,20.5,20.45,20.95,19.8,20.05,20.0,20.4,27348566,557913783.4,12998,4771856,17.45,-2.4390243902439046,Negative,19.330704100474225,20.107142857142843,20.88358161381146
2018-05-03,GMRINFRA,EQ,20.0,20.15,20.2,19.5,19.75,19.9,19.84,22724174,450834949.7,12288,2241651,9.86,-0.5000000000000115,Slight negative,19.358700583695153,20.11785714285713,20.877013702019106
2018-05-04,GMRINFRA,EQ,19.9,19.85,20.05,19.55,19.7,19.65,19.79,13679180,270743160.3,6820,2701760,19.75,-1.2562814070351758,Negative,19.281737032385468,20.078571428571415,20.87540582475736
2018-05-07,GMRINFRA,EQ,19.65,19.8,20.0,19.55,19.7,19.65,19.72,11178894,220397131.65,5906,3125744,27.96,0.0,Slight or No change,19.21443145105531,20.03571428571427,20.85699712037323
2018-05-08,GMRINFRA,EQ,19.65,19.75,20.05,19.55,19.9,19.9,19.79,18253839,361328106.8,7521,3438665,18.84,1.2722646310432628,Positive,19.200612115193717,20.02499999999998,20.849387884806244
2018-05-09,GMRINFRA,EQ,19.9,19.75,19.9,19.45,19.5,19.5,19.67,8683246,170781330.6,6488,2191901,25.24,-2.010050251256279,Negative,19.15570320038033,20.01071428571427,20.865725371048207
2018-05-10,GMRINFRA,EQ,19.5,19.6,19.65,18.5,18.7,18.75,18.95,18687267,354165181.0,11843,4540940,24.3,-3.846153846153844,Among top losers,18.835363504508184,19.924999999999983,21.014636495491782
